token_,count
('', '', ''),455
('', 'air', ''),57
('', 'eau', ''),47
('', '', 'eau'),28
('', '', 'air'),26
('terre', '', ''),24
('', 'combien', 'fortes'),21
('feu', '', ''),20
('', '', 'pourquoy'),20
('', '', 'combien'),19
('', 'pourquoy', ''),19
('eau', '', ''),19
('air', '', ''),17
('combien', 'fortes', ''),16
('', 'celles', ''),16
('', '', 'autant'),15
('', 'com', ''),14
('fortes', '', ''),13
('', 'feu', ''),13
('', 'fin', ''),13
('', '', 'rien'),12
('', 'terre', ''),12
('', 'ment', ''),11
('', '', 'parce'),11
('', 'combien', ''),10
('', 'tn', ''),10
('', 'argent', 'vif'),10
('', 'pource', ''),9
('', 'metaux', ''),9
('', 'ame', ''),9
('', 'animaux', ''),9
('', '', 'dire'),9
('', 'th', ''),8
('nature', '', ''),8
('', 'encor', ''),8
('', 'entre', ''),8
('', 'froid', ''),8
('', 'veu', ''),8
('entre', '', ''),8
('', 'voilà', 'pourquoy'),8
('', '', 'argent'),8
('', 'autant', ''),7
('', '', 'pource'),7
('corps', '', ''),7
('', 'celuy', ''),7
('ame', '', ''),7
('', '', 'cy'),7
('', 'parce', ''),7
('', 'tue', ''),7
('', 'fcauoir', ''),7
('', 'cy', ''),7
('', 'tres', ''),7
('', 'chaud', ''),7
('', 'dire', ''),7
('', 'faire', ''),7
('', '', 'où'),7
('pourquoy', '', ''),7
('argent', 'vif', ''),7
('', 'ariftote', ''),6
('', '', 'fois'),6
('', '', 'element'),6
('', 'element', ''),6
('lyne', '', ''),6
('', '', 'animaux'),6
('', 'mx', ''),6
('', 'mv', ''),6
('', 'accident', ''),6
('', '', 'faut'),6
('', 'faut', ''),6
('', 'contraire', ''),6
('', '', 'quelle'),6
('froid', '', ''),6
('', '', 'nature'),6
('rouge', '', ''),6
('', 'pierres', ''),6
('', '', 'plaist'),5
('', 'plaist', ''),5
('choses', '', ''),5
('', 'fois', ''),5
('', 'opinion', ''),5
('elements', '', ''),5
('', 'grefle', ''),5
('metaux', '', ''),5
('', 'mr', ''),5
('', 'forte', ''),5
('lune', '', ''),5
('', 'toutesfois', ''),5
('', '', 'contraire'),5
('', 'corps', ''),5
('', 'force', ''),5
('', '', 'grand'),5
('', '', 'terre'),5
('', 'contre', ''),5
('dire', '', ''),5
('', 'nature', ''),5
('', '', 'foit'),5
('fin', '', ''),5
('', 'fer', ''),5
('', 'quand', ''),5
('', 'neige', ''),5
('', 'blanc', ''),5
('animal', '', ''),4
('', '', 'mefine'),4
